Individu,Lieu_depart,Temps_attente,Temps_trajet,Heure_depart,Heure_arrivee,Lieu_arrivee,Numero_trajet
37,Rue,2.4,0.14,7.9154137185849525,8.055413718584953,Rue,2
6,Rue,7.81665156204382,0.26,7.81665156204382,8.07665156204382,Entreprise,1
71,Parking,0.99,0.11,7.982060906889172,8.092060906889172,Domicile,2
90,Domicile,7.651697796667401,0.45,7.651697796667401,8.1016977966674,Parking,1
27,Parking,0.73,0.23,7.939161604609499,8.1691616046095,Parking,3
5,Domicile,7.965785580360582,0.24,7.965785580360582,8.205785580360581,Entreprise,1
96,Parking,0.85,0.09,8.145217859352478,8.235217859352478,Parking,3
97,Parking,0.29,0.1,8.144792136198259,8.244792136198258,Parking,2
28,Rue,1.07,0.25,8.00767587932588,8.25767587932588,Parking,2
13,Rue,7.997849372622905,0.3,7.997849372622905,8.297849372622906,Rue,1
60,Parking,0.93,0.32,7.982780198556505,8.302780198556505,Rue,2
89,Rue,8.16104959281318,0.19,8.16104959281318,8.35104959281318,Entreprise,1
84,Domicile,4.84,0.29,8.077115475777383,8.367115475777382,Rue,2
53,Domicile,8.304868447951115,0.08,8.304868447951115,8.384868447951115,Sans,1
69,Domicile,8.27277640944922,0.12,8.27277640944922,8.392776409449219,Parking,1
95,Rue,8.321261683807863,0.09,8.321261683807863,8.411261683807863,Parking,1
88,Domicile,8.366125734851495,0.05,8.366125734851495,8.416125734851496,Rue,1
76,Parking,0.58,0.13,8.4055934533577,8.5355934533577,Entreprise,3
47,Parking,1.16,0.17,8.427131515536077,8.597131515536077,Rue,2
68,Domicile,2.0,0.96,7.6476979090928126,8.607697909092813,Rue,4
27,Parking,0.38,0.12,8.5491616046095,8.6691616046095,Domicile,4
90,Parking,0.42,0.17,8.5216977966674,8.6916977966674,Domicile,2
51,Parking,1.69,0.2,8.500428119435941,8.70042811943594,Parking,2
41,Parking,2.94,0.4,8.309474882946953,8.709474882946953,Parking,3
93,Domicile,8.312158351759447,0.41,8.312158351759447,8.722158351759447,Parking,1
71,Domicile,0.36,0.31,8.452060906889171,8.762060906889172,Entreprise,3
7,Sans,2.48,0.85,7.9369264471565355,8.786926447156535,Rue,2
95,Parking,0.24,0.21,8.651261683807864,8.861261683807864,Sans,2
47,Rue,0.12,0.16,8.717131515536076,8.877131515536076,Rue,3
4,Rue,4.5,0.22,8.679286867442917,8.899286867442918,Rue,2
48,Rue,1.57,0.33,8.589016082204001,8.919016082204001,Rue,2
54,Entreprise,8.516634316894995,0.41,8.516634316894995,8.926634316894996,Rue,1
95,Sans,0.0,0.08,8.861261683807864,8.941261683807864,Domicile,3
61,Rue,8.653742701889087,0.31,8.653742701889087,8.963742701889087,Rue,1
44,Domicile,8.929814624365694,0.07,8.929814624365694,8.999814624365694,Parking,1
53,Sans,0.29,0.38,8.674868447951114,9.054868447951115,Rue,2
7,Rue,0.22,0.06,9.006926447156536,9.066926447156535,Entreprise,3
82,Rue,3.97,0.13,8.958331619430759,9.08833161943076,Rue,2
96,Parking,0.87,0.08,9.105217859352477,9.185217859352477,Domicile,4
28,Parking,0.87,0.11,9.12767587932588,9.23767587932588,Domicile,3
68,Rue,0.22,0.48,8.827697909092814,9.307697909092813,Rue,5
44,Parking,0.21,0.1,9.209814624365695,9.309814624365695,Parking,2
51,Parking,0.32,0.32,9.020428119435941,9.340428119435941,Domicile,3
60,Rue,0.69,0.36,8.992780198556504,9.352780198556506,Entreprise,3
