Individu,Lieu_depart,Temps_attente,Temps_trajet,Heure_depart,Heure_arrivee,Lieu_arrivee,Numero_trajet
88,Domicile,5.534723646314702,0.24,5.534723646314702,5.774723646314702,Rue,1
19,Domicile,5.607801420756859,0.17,5.607801420756859,5.777801420756859,Domicile,1
454,Rue,5.651183453833683,0.14,5.651183453833683,5.791183453833683,Parking,1
89,Domicile,5.598128060411341,0.2,5.598128060411341,5.798128060411341,Rue,1
202,Parking,0.44,0.1,5.698236083511152,5.798236083511152,Rue,2
333,Parking,0.47,0.18,5.619712020739911,5.799712020739911,Parking,3
30,Domicile,5.539960567076671,0.26,5.539960567076671,5.7999605670766705,Parking,1
261,Domicile,5.720408196128082,0.09,5.720408196128082,5.810408196128082,Parking,1
165,Domicile,5.6221385848419905,0.19,5.6221385848419905,5.812138584841991,Entreprise,1
208,Domicile,5.455259665206206,0.36,5.455259665206206,5.815259665206207,Entreprise,1
338,Sans,0.19,0.36,5.466330934392846,5.826330934392846,Parking,2
335,Domicile,5.720036932484395,0.11,5.720036932484395,5.830036932484395,Entreprise,1
182,Rue,0.0,0.13,5.701964575167181,5.831964575167181,Rue,2
337,Domicile,5.015078535740816,0.82,5.015078535740816,5.835078535740816,Entreprise,1
368,Rue,5.718119260119025,0.12,5.718119260119025,5.838119260119025,Domicile,1
194,Domicile,5.604894316232093,0.24,5.604894316232093,5.844894316232093,Parking,1
77,Sans,0.08,0.12,5.725615069275725,5.845615069275725,Entreprise,3
26,Domicile,1.11,0.16,5.690487138361027,5.850487138361027,Entreprise,2
213,Domicile,5.742874078545646,0.11,5.742874078545646,5.852874078545646,Rue,1
473,Rue,0.14,0.38,5.4730903011037055,5.853090301103705,Entreprise,2
0,Domicile,5.086627308772315,0.78,5.086627308772315,5.8666273087723155,Entreprise,1
222,Rue,5.692556376483208,0.18,5.692556376483208,5.872556376483208,Parking,1
110,Domicile,5.638831586802987,0.24,5.638831586802987,5.8788315868029875,Entreprise,1
170,Domicile,5.76483588327039,0.14,5.76483588327039,5.9048358832703896,Rue,1
144,Domicile,5.767152493008678,0.14,5.767152493008678,5.907152493008677,Parking,1
156,Domicile,5.677820675220027,0.23,5.677820675220027,5.9078206752200275,Entreprise,1
69,Parking,1.1,0.06,5.849152394435693,5.909152394435694,Domicile,3
421,Rue,5.573266894594865,0.34,5.573266894594865,5.913266894594865,Entreprise,1
79,Rue,5.643720337038931,0.27,5.643720337038931,5.9137203370389315,Rue,1
463,Rue,0.28,0.77,5.153040635112399,5.9230406351123985,Rue,2
416,Domicile,5.827406309040454,0.1,5.827406309040454,5.927406309040454,Entreprise,1
382,Domicile,5.3755451135717545,0.56,5.3755451135717545,5.935545113571754,Parking,1
484,Domicile,5.423689919659185,0.52,5.423689919659185,5.943689919659185,Entreprise,1
329,Parking,5.62488573793837,0.32,5.62488573793837,5.94488573793837,Rue,1
467,Domicile,5.646867225307668,0.3,5.646867225307668,5.946867225307668,Sans,1
14,Rue,1.82,0.29,5.657930401222358,5.947930401222358,Parking,2
441,Domicile,5.28035387099735,0.67,5.28035387099735,5.95035387099735,Entreprise,1
112,Domicile,5.800399654358621,0.15,5.800399654358621,5.9503996543586215,Entreprise,1
104,Parking,1.79,0.3,5.6525503555425605,5.95255035554256,Domicile,3
23,Parking,0.51,0.23,5.725548734764547,5.955548734764547,Rue,2
364,Domicile,5.640740752755155,0.32,5.640740752755155,5.9607407527551555,Entreprise,1
116,Rue,0.31,0.2,5.767358263121072,5.967358263121072,Entreprise,2
22,Rue,5.181387406277609,0.79,5.181387406277609,5.971387406277609,Parking,1
169,Domicile,5.497164950798868,0.48,5.497164950798868,5.977164950798867,Entreprise,1
118,Parking,0.18,0.56,5.424833450004671,5.984833450004672,Domicile,2
399,Domicile,5.686276539555872,0.3,5.686276539555872,5.986276539555872,Rue,1
171,Domicile,5.286654722158959,0.7,5.286654722158959,5.986654722158959,Rue,1
345,Domicile,5.797165042724191,0.19,5.797165042724191,5.987165042724191,Sans,1
383,Rue,1.48,0.04,5.94921474802649,5.989214748026491,Parking,3
20,Parking,0.17,0.53,5.469109692789878,5.999109692789879,Sans,2
487,Domicile,5.692351500146675,0.31,5.692351500146675,6.002351500146674,Entreprise,1
28,Domicile,5.629205259027407,0.38,5.629205259027407,6.009205259027407,Parking,1
240,Sans,0.69,0.13,5.88087578651967,6.01087578651967,Rue,2
67,Rue,0.27,0.04,5.988240861358214,6.028240861358214,Rue,2
94,Parking,0.35,0.05,5.979832030256948,6.029832030256948,Rue,2
148,Parking,1.58,0.26,5.772272169838389,6.0322721698383885,Parking,2
310,Rue,5.7325205566994315,0.3,5.7325205566994315,6.032520556699431,Entreprise,1
29,Rue,5.983020478669561,0.07,5.983020478669561,6.053020478669561,Domicile,1
418,Rue,0.65,0.58,5.475557883844865,6.055557883844864,Rue,3
130,Parking,1.02,0.07,6.02495699831114,6.09495699831114,Sans,2
363,Domicile,5.675436191318262,0.42,5.675436191318262,6.095436191318262,Entreprise,1
64,Domicile,5.975704808717975,0.12,5.975704808717975,6.095704808717975,Rue,1
403,Parking,2.28,0.14,5.964802298917476,6.104802298917476,Parking,2
280,Rue,5.443694097801906,0.67,5.443694097801906,6.113694097801906,Domicile,1
155,Domicile,5.880665062029267,0.24,5.880665062029267,6.120665062029267,Sans,1
478,Domicile,5.591451149422984,0.53,5.591451149422984,6.121451149422985,Parking,1
